stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,level_id,platform_code
940GZZLUWCY-Outside,,Outside White City,,,,3,940GZZLUWCY,,
940GZZLUWCY-1000269-A-WOO-2,,A-WOO,,51.51196,-0.22474,3,940GZZLUWCY,L#0,
940GZZLUWCY-1000269-BookH-5,,BookH,,51.51206,-0.22426,3,940GZZLUWCY,L#1,
940GZZLUWCY-1000269-Bus-1,,Bus,,51.51188,-0.22485,3,940GZZLUWCY,L#0,
940GZZLUWCY-1000269-CenEB-3,,CenEB,,51.512,-0.22432,3,940GZZLUWCY,L#-1,
940GZZLUWCY-1000269-CenWB-4,,CenWB,,51.512,-0.22415,3,940GZZLUWCY,L#-1,
940GZZLUWCY-1000269-MET-6,,MET,,51.51196,-0.2243,3,940GZZLUWCY,L#0,
940GZZLUWCY-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUWCY,,1
940GZZLUWCY-Plat02-central,,Platform 2,,,,0,940GZZLUWCY,,2
940GZZLUWCY-Plat03-central,,Platform 3,,,,0,940GZZLUWCY,,3
940GZZLUWCY-Plat04-EB-central,,Eastbound Platform 4,,,,0,940GZZLUWCY,,4
940GZZLUWFN,940GZZLUWFN,West Finchley,,,,1,,,
940GZZLUWFN-Outside,,Outside West Finchley,,,,3,940GZZLUWFN,,
940GZZLUWFN-1000261-A-NET-4,,A-NET,,51.60958,-0.18863,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-BookH-6,,BookH,,51.60953,-0.18852,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-Bus-1,,Bus,,51.60956,-0.1898,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-B-WEN-5,,B-WEN,,51.60817,-0.18817,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-Footb-7,,Footb,,51.60953,-0.18852,3,940GZZLUWFN,L#1,
940GZZLUWFN-1000261-MET-8,,MET,,51.60942,-0.18836,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-NorNB-2,,NorNB,,51.60941,-0.18845,3,940GZZLUWFN,L#0,
940GZZLUWFN-1000261-NorSB-3,,NorSB,,51.60935,-0.18847,3,940GZZLUWFN,L#0,
940GZZLUWFN-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUWFN,,1
940GZZLUWFN-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUWFN,,2
940GZZLUWHP,940GZZLUWHP,West Hampstead,,,,1,,,
940GZZLUWHP-Outside,,Outside West Hampstead,,,,3,940GZZLUWHP,,
940GZZLUWHP-1000263-A-WES-2,,A-WES,,51.54677,-0.19102,3,940GZZLUWHP,L#0,
940GZZLUWHP-1000263-BookH-4,,BookH,,51.54678,-0.19092,3,940GZZLUWHP,L#0,
940GZZLUWHP-1000263-Bus-1,,Bus,,51.54647,-0.19033,3,940GZZLUWHP,L#0,
940GZZLUWHP-1000263-Jubil-3,,Jubil,,51.5468,-0.19048,3,940GZZLUWHP,L#-1,
940GZZLUWHP-1000263-MET-7,,MET,,51.54664,-0.19106,3,940GZZLUWHP,L#0,
940GZZLUWHP-Plat01-NB-jubilee,,Northbound Platform 1,,,,0,940GZZLUWHP,,1
940GZZLUWHP-Plat02-SB-jubilee,,Southbound Platform 2,,,,0,940GZZLUWHP,,2
940GZZLUWHW,940GZZLUWHW,West Harrow,,,,1,,,
940GZZLUWHW-Outside,,Outside West Harrow,,,,3,940GZZLUWHW,,
940GZZLUWHW-1000264-A-VAU-2,,A-VAU,,51.58015,-0.35312,3,940GZZLUWHW,L#0,
940GZZLUWHW-1000264-BookH-5,,BookH,,51.58013,-0.3531,3,940GZZLUWHW,L#1,
940GZZLUWHW-1000264-Bus-1,,Bus,,51.58011,-0.35295,3,940GZZLUWHW,L#0,
940GZZLUWHW-1000264-C-VAU-6,,C-VAU,,51.57991,-0.35299,3,940GZZLUWHW,L#0,
940GZZLUWHW-1000264-MET-7,,MET,,51.57971,-0.3534,3,940GZZLUWHW,L#0,
940GZZLUWHW-1000264-MetEB-3,,MetEB,,51.57981,-0.3535,3,940GZZLUWHW,L#2,
940GZZLUWHW-1000264-MetWB-4,,MetWB,,51.57977,-0.35359,3,940GZZLUWHW,L#2,
940GZZLUWHW-Plat01-NB-metropolitan,,Northbound Platform 1,,,,0,940GZZLUWHW,,1
940GZZLUWHW-Plat02-SB-metropolitan,,Southbound Platform 2,,,,0,940GZZLUWHW,,2
940GZZLUWIG,940GZZLUWIG,Willesden Green,,,,1,,,
940GZZLUWIG-Outside,,Outside Willesden Green,,,,3,940GZZLUWIG,,
940GZZLUWIG-1000270-A-WAL-2,,A-WAL,,51.54924,-0.22094,3,940GZZLUWIG,L#0,
940GZZLUWIG-1000270-BookH-4,,BookH,,51.54926,-0.22116,3,940GZZLUWIG,L#0,
940GZZLUWIG-1000270-Bus-1,,Bus,,51.54906,-0.22111,3,940GZZLUWIG,L#0,
940GZZLUWIG-1000270-B-WAL-5,,B-WAL,,51.54905,-0.22124,3,940GZZLUWIG,L#0,
940GZZLUWIG-1000270-Jubil-3,,Jubil,,51.54935,-0.22185,3,940GZZLUWIG,L#-1,
940GZZLUWIG-1000270-MET-7,,MET,,51.54914,-0.22154,3,940GZZLUWIG,L#0,
940GZZLUWIG-1000270-MetN-8,,MetN,,51.54936,-0.22247,3,940GZZLUWIG,L#-1,
940GZZLUWIG-1000270-MetS-6,,MetS,,51.54937,-0.222,3,940GZZLUWIG,L#-1,
940GZZLUWIG-Plat01-NB-metropolitan,,Northbound Platform 1,,,,0,940GZZLUWIG,,1
940GZZLUWIG-Plat02-NB-jubilee,,Northbound Platform 2,,,,0,940GZZLUWIG,,2
940GZZLUWIG-Plat03-SB-jubilee,,Southbound Platform 3,,,,0,940GZZLUWIG,,3
940GZZLUWIG-Plat04-SB-metropolitan,,Southbound Platform 4,,,,0,940GZZLUWIG,,4
940GZZLUWIP,940GZZLUWIP,Wimbledon Park,,,,1,,,
940GZZLUWIP-Outside,,Outside Wimbledon Park,,,,3,940GZZLUWIP,,
940GZZLUWIP-1000273-A-ART-2,,A-ART,,51.43462,-0.19962,3,940GZZLUWIP,L#0,
940GZZLUWIP-1000273-BookH-3,,BookH,,51.43462,-0.19962,3,940GZZLUWIP,L#0,
940GZZLUWIP-1000273-Distr-1,,Distr,,51.43432,-0.19931,3,940GZZLUWIP,L#-1,
940GZZLUWIP-1000273-MET-4,,MET,,51.43457,-0.19972,3,940GZZLUWIP,L#0,
940GZZLUWIP-Plat01-EB-district,,Eastbound Platform 1,,,,0,940GZZLUWIP,,1
940GZZLUWIP-Plat02-WB-district,,Westbound Platform 2,,,,0,940GZZLUWIP,,2
940GZZLUWKA,940GZZLUWKA,Warwick Avenue,,,,1,,,
940GZZLUWKA-Outside,,Outside Warwick Avenue,,,,3,940GZZLUWKA,,
940GZZLUWKA-1000253-A-W-N-4,,A-W-N,,51.52336,-0.18366,3,940GZZLUWKA,L#0,
940GZZLUWKA-1000253-Baker-2,,Baker,,51.52297,-0.1831,3,940GZZLUWKA,L#-2,
940GZZLUWKA-1000253-BookH-6,,BookH,,51.52318,-0.1836,3,940GZZLUWKA,L#-1,
940GZZLUWKA-1000253-Bus-1,,Bus,,51.52375,-0.18346,3,940GZZLUWKA,L#0,
940GZZLUWKA-1000253-B-W-S-5,,B-W-S,,51.52313,-0.18415,3,940GZZLUWKA,L#0,
940GZZLUWKA-1000253-MET-3,,MET,,51.52326,-0.18378,3,940GZZLUWKA,L#0,
940GZZLUWKA-Plat01-NB-bakerloo,,Northbound Platform 1,,,,0,940GZZLUWKA,,1
940GZZLUWKA-Plat02-SB-bakerloo,,Southbound Platform 2,,,,0,940GZZLUWKA,,2
940GZZLUWKN,940GZZLUWKN,West Kensington,,,,1,,,
940GZZLUWKN-Outside,,Outside West Kensington,,,,3,940GZZLUWKN,,
940GZZLUWKN-1000265-A-NOR-4,,A-NOR,,51.4907,-0.20686,3,940GZZLUWKN,L#0,
940GZZLUWKN-1000265-BookH-5,,BookH,,51.49073,-0.20673,3,940GZZLUWKN,L#0,
940GZZLUWKN-1000265-Bus-1,,Bus,,51.49022,-0.20672,3,940GZZLUWKN,L#0,
940GZZLUWKN-1000265-DisEB-2,,DisEB,,51.49083,-0.20619,3,940GZZLUWKN,L#-1,
940GZZLUWKN-1000265-DisWB-3,,DisWB,,51.49084,-0.20609,3,940GZZLUWKN,L#-1,
940GZZLUWKN-1000265-MET-6,,MET,,51.49046,-0.20664,3,940GZZLUWKN,L#0,
940GZZLUWKN-Plat01-WB-district,,Westbound Platform 1,,,,0,940GZZLUWKN,,1
940GZZLUWKN-Plat02-EB-district,,Eastbound Platform 2,,,,0,940GZZLUWKN,,2
940GZZLUWLA,940GZZLUWLA,Wood Lane,,,,1,,,
940GZZLUWLA-Outside,,Outside Wood Lane,,,,3,940GZZLUWLA,,
940GZZLUWLA-1000278-BookH-5,,BookH,,51.50968,-0.22446,3,940GZZLUWLA,L#0,
940GZZLUWLA-1000278-HamEB-1,,HamEB,,51.50968,-0.22439,3,940GZZLUWLA,L#1,
940GZZLUWLA-1000278-HamWB-3,,HamWB,,51.50967,-0.22423,3,940GZZLUWLA,L#1,
940GZZLUWLA-1000278-MET-2,,MET,,51.50967,-0.22453,3,940GZZLUWLA,L#0,
940GZZLUWLA-1000278-Wodla-4,,Wodla,,51.50967,-0.2245,3,940GZZLUWLA,L#0,
940GZZLUWLA-Plat01-EB-circle|hammersmith-city,,Eastbound Platform 1,,,,0,940GZZLUWLA,,1
940GZZLUWLA-Plat02-WB-circle|hammersmith-city,,Westbound Platform 2,,,,0,940GZZLUWLA,,2
940GZZLUWOF,940GZZLUWOF,Woodford,,,,1,,,
940GZZLUWOF-Outside,,Outside Woodford,,,,3,940GZZLUWOF,,
940GZZLUWOF-1000274-A-BRO-4,,A-BRO,,51.60744,0.03359,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-BookH-6,,BookH,,51.60744,0.03359,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-Bus-1,,Bus,,51.60774,0.03597,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-CenEB-2,,CenEB,,51.60718,0.03378,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-CenWB-3,,CenWB,,51.60713,0.03375,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-E-SNA-5,,E-SNA,,51.60752,0.03469,3,940GZZLUWOF,L#0,
940GZZLUWOF-1000274-Footb-7,,Footb,,51.60735,0.03392,3,940GZZLUWOF,L#1,
940GZZLUWOF-1000274-MET-8,,MET,,51.6069,0.03397,3,940GZZLUWOF,L#0,
940GZZLUWOF-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUWOF,,1
940GZZLUWOF-Plat02-WB-central,,Westbound Platform 2,,,,0,940GZZLUWOF,,2
940GZZLUWOF-Plat03-EB-central,,Eastbound Platform 3,,,,0,940GZZLUWOF,,3
940GZZLUWOG,940GZZLUWOG,Wood Green,,,,1,,,
940GZZLUWOG-Outside,,Outside Wood Green,,,,3,940GZZLUWOG,,
940GZZLUWOG-1000275-A-WOO-4,,A-WOO,,51.5973,-0.10997,3,940GZZLUWOG,L#0,
940GZZLUWOG-1000275-BookH-5,,BookH,,51.5973,-0.10997,3,940GZZLUWOG,L#0,
940GZZLUWOG-1000275-Bus-1,,Bus,,51.5975,-0.10973,3,940GZZLUWOG,L#0,
940GZZLUWOG-1000275-MET-3,,MET,,51.59748,-0.10989,3,940GZZLUWOG,L#0,
940GZZLUWOG-1000275-Picca-2,,Picca,,51.59744,-0.11009,3,940GZZLUWOG,L#-1,
940GZZLUWOG-Plat01-EB-piccadilly,,Eastbound Platform 1,,,,0,940GZZLUWOG,,1
940GZZLUWOG-Plat02-WB-piccadilly,,Westbound Platform 2,,,,0,940GZZLUWOG,,2
940GZZLUWOP,940GZZLUWOP,Woodside Park,,,,1,,,
940GZZLUWOP-Outside,,Outside Woodside Park,,,,3,940GZZLUWOP,,
940GZZLUWOP-1000276-A-WOO-2,,A-WOO,,51.61795,-0.18516,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-B-CAR-3,,B-CAR,,51.61798,-0.18575,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-BookH-6,,BookH,,51.6179,-0.18531,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-Bus-1,,Bus,,51.61789,-0.18509,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-Footb-7,,Footb,,51.61796,-0.18555,3,940GZZLUWOP,L#1,
940GZZLUWOP-1000276-MET-8,,MET,,51.61801,-0.18542,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-NorNB-4,,NorNB,,51.61778,-0.1856,3,940GZZLUWOP,L#0,
940GZZLUWOP-1000276-NorSB-5,,NorSB,,51.61773,-0.18562,3,940GZZLUWOP,L#0,
940GZZLUWOP-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUWOP,,1
940GZZLUWOP-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUWOP,,2
940GZZLUWRR,940GZZLUWRR,Warren Street,,,,1,,,
940GZZLUWRR-Outside,,Outside Warren Street,,,,3,940GZZLUWRR,,
940GZZLUWRR-1000252-A-TOT-6,,A-TOT,,51.52457,-0.13799,3,940GZZLUWRR,L#0,
940GZZLUWRR-1000252-BookH-9,,BookH,,51.52455,-0.13812,3,940GZZLUWRR,L#1,
940GZZLUWRR-1000252-BusKV-10,,BusKV,,51.52487,-0.1393,3,940GZZLUWRR,L#0,
940GZZLUWRR-1000252-BusXY-1,,BusXY,,51.52361,-0.13732,3,940GZZLUWRR,L#0,
940GZZLUWRR-1000252-B-WAR-7,,B-WAR,,51.5245,-0.13808,3,940GZZLUWRR,L#0,
940GZZLUWRR-1000252-LoCon-11,,LoCon,,51.52437,-0.1381,3,940GZZLUWRR,L#-2,
940GZZLUWRR-1000252-MET-12,,MET,,51.52495,-0.13832,3,940GZZLUWRR,L#0,
940GZZLUWRR-1000252-NorNB-2,,NorNB,,51.52433,-0.13778,3,940GZZLUWRR,L#-3,
940GZZLUWRR-1000252-NorSB-3,,NorSB,,51.52427,-0.13776,3,940GZZLUWRR,L#-3,
940GZZLUWRR-1000252-UpCon-8,,UpCon,,51.5244,-0.1385,3,940GZZLUWRR,L#-1,
940GZZLUWRR-1000252-VicNB-4,,VicNB,,51.52408,-0.13869,3,940GZZLUWRR,L#-2,
940GZZLUWRR-1000252-VicSB-5,,VicSB,,51.52403,-0.13872,3,940GZZLUWRR,L#-2,
940GZZLUWRR-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUWRR,,1
940GZZLUWRR-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUWRR,,2
940GZZLUWRR-Plat03-NB-victoria,,Northbound Platform 3,,,,0,940GZZLUWRR,,3
940GZZLUWRR-Plat04-SB-victoria,,Southbound Platform 4,,,,0,940GZZLUWRR,,4
940GZZLUWSD,940GZZLUWSD,Wanstead,,,,1,,,
940GZZLUWSD-Outside,,Outside Wanstead,,,,3,940GZZLUWSD,,
940GZZLUWSD-1000250-A-EAS-4,,A-EAS,,51.57559,0.02831,3,940GZZLUWSD,L#0,
940GZZLUWSD-1000250-B-GRE-5,,B-GRE,,51.57524,0.02826,3,940GZZLUWSD,L#0,
940GZZLUWSD-1000250-BookH-6,,BookH,,51.57541,0.02841,3,940GZZLUWSD,L#-1,
940GZZLUWSD-1000250-Bus-1,,Bus,,51.57554,0.02802,3,940GZZLUWSD,L#0,
940GZZLUWSD-1000250-Centr-2,,Centr,,51.57566,0.02907,3,940GZZLUWSD,L#-2,
940GZZLUWSD-1000250-MET-3,,MET,,51.5755,0.02853,3,940GZZLUWSD,L#0,
940GZZLUWSD-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUWSD,,1
940GZZLUWSD-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUWSD,,2
940GZZLUWSP,940GZZLUWSP,Westbourne Park,,,,1,,,
940GZZLUWSP-Outside,,Outside Westbourne Park,,,,3,940GZZLUWSP,,
940GZZLUWSP-1000259-A-GRE-4,,A-GRE,,51.5209,-0.20067,3,940GZZLUWSP,L#0,
940GZZLUWSP-1000259-BookH-5,,BookH,,51.52087,-0.20084,3,940GZZLUWSP,L#0,
940GZZLUWSP-1000259-Bus-1,,Bus,,51.52113,-0.20075,3,940GZZLUWSP,L#0,
940GZZLUWSP-1000259-HamEB-2,,HamEB,,51.52098,-0.20165,3,940GZZLUWSP,L#-1,
940GZZLUWSP-1000259-HamWB-3,,HamWB,,51.52097,-0.20155,3,940GZZLUWSP,L#-1,
940GZZLUWSP-1000259-MET-6,,MET,,51.52111,-0.20107,3,940GZZLUWSP,L#0,
940GZZLUWSP-Plat01-WB-circle|hammersmith-city,,Westbound Platform 1,,,,0,940GZZLUWSP,,1
940GZZLUWSP-Plat02-EB-circle|hammersmith-city,,Eastbound Platform 2,,,,0,940GZZLUWSP,,2
940GZZLUWTA,940GZZLUWTA,West Acton,,,,1,,,
940GZZLUWTA-Outside,,Outside West Acton,,,,3,940GZZLUWTA,,
940GZZLUWTA-1000258-A-NOE-4,,A-NOE,,51.51789,-0.28108,3,940GZZLUWTA,L#0,
940GZZLUWTA-1000258-BookH-5,,BookH,,51.51789,-0.28108,3,940GZZLUWTA,L#0,
940GZZLUWTA-1000258-Bus-1,,Bus,,51.5176,-0.28004,3,940GZZLUWTA,L#0,
940GZZLUWTA-1000258-CenEB-2,,CenEB,,51.51819,-0.28064,3,940GZZLUWTA,L#-1,
940GZZLUWTA-1000258-CenWB-3,,CenWB,,51.51816,-0.2807,3,940GZZLUWTA,L#-1,
940GZZLUWTA-1000258-MET-6,,MET,,51.518,-0.28098,3,940GZZLUWTA,L#0,
940GZZLUWTA-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUWTA,,1
940GZZLUWTA-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUWTA,,2
940GZZLUWYP,940GZZLUWYP,Wembley Park,,,,1,,,
940GZZLUWYP-Outside,,Outside Wembley Park,,,,3,940GZZLUWYP,,
940GZZLUWYP-1000257-A-BRI-6,,A-BRI,,51.56326,-0.2792,3,940GZZLUWYP,L#1,
940GZZLUWYP-1000257-BookH-8,,BookH,,51.56331,-0.27933,3,940GZZLUWYP,L#1,
940GZZLUWYP-1000257-Bus-11,,Bus,,51.56355,-0.27902,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-D-BRI-9,,D-BRI,,51.56298,-0.27946,3,940GZZLUWYP,L#1,
940GZZLUWYP-1000257-E-STA-5,,E-STA,,51.56297,-0.27976,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-JubNB-2,,JubNB,,51.56352,-0.2796,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-JubSB-3,,JubSB,,51.56352,-0.2796,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-MET-10,,MET,,51.5632,-0.27926,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-MET1-1,,MET1,,51.56352,-0.2796,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-Met2-12,,Met2,,51.56351,-0.2796,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-Met5-7,,Met5,,51.56352,-0.2796,3,940GZZLUWYP,L#0,
940GZZLUWYP-1000257-MET6-4,,MET6,,51.56594,-0.2795,3,940GZZLUWYP,L#0,
940GZZLUWYP-Plat01-NB-metropolitan,,Northbound Platform 1,,,,0,940GZZLUWYP,,1
940GZZLUWYP-Plat02-NB-metropolitan,,Northbound Platform 2,,,,0,940GZZLUWYP,,2
940GZZLUWYP-Plat03-NB-jubilee,,Northbound Platform 3,,,,0,940GZZLUWYP,,3
940GZZLUWYP-Plat04-SB-jubilee,,Southbound Platform 4,,,,0,940GZZLUWYP,,4
940GZZLUWYP-Plat05-SB-metropolitan,,Southbound Platform 5,,,,0,940GZZLUWYP,,5
940GZZLUWYP-Plat06-SB-metropolitan,,Southbound Platform 6,,,,0,940GZZLUWYP,,6
HUBAMR,HUBAMR,Amersham,,,,1,,,
HUBAMR-Outside,,Outside Amersham,,,,3,HUBAMR,,
HUBAMR-1000006-A-CHI-3,,A-CHI,,51.67425,-0.60731,3,HUBAMR,L#0,
HUBAMR-1000006-BookH-4,,BookH,,51.67427,-0.60745,3,HUBAMR,L#0,
HUBAMR-1000006-Entr-90,,Entr,,51.6742,-0.60735,3,HUBAMR,L#0,
HUBAMR-1000006-Footb-5,,Footb,,51.67403,-0.60801,3,HUBAMR,L#1,
HUBAMR-1000006-MET-9,,MET,,51.67412,-0.60771,3,HUBAMR,L#0,
HUBAMR-1000006-MetNB-2,,MetNB,,51.67391,-0.60739,3,HUBAMR,L#0,
HUBAMR-1000006-MetSB-1,,MetSB,,51.67392,-0.60749,3,HUBAMR,L#0,
HUBAMR-1000006-RLY-8,,RLY,,51.67388,-0.60772,3,HUBAMR,L#0,
HUBAMR-1000006-RPL-6,,RPL,,51.67377,-0.60742,3,HUBAMR,L#0,
HUBAMR-Plat01-SB-metropolitan,,Southbound Platform 1,,,,0,HUBAMR,,1
HUBAMR-Plat02-SB-metropolitan,,Southbound Platform 2,,,,0,HUBAMR,,2
HUBAMR-Plat03-SB-metropolitan,,Southbound Platform 3,,,,0,HUBAMR,,3
HUBBAL,HUBBAL,Balham,,,,1,,,
HUBBAL-Outside,,Outside Balham,,,,3,HUBBAL,,
HUBBAL-1000012-A-CHE-4,,A-CHE,,51.44351,-0.15319,3,HUBBAL,L#0,
HUBBAL-1000012-B-B-W-3,,B-B-W,,51.44328,-0.15307,3,HUBBAL,L#0,
HUBBAL-1000012-BookH-6,,BookH,,51.44323,-0.15294,3,HUBBAL,L#-1,
HUBBAL-1000012-BusA-1,,BusA,,51.44339,-0.15288,3,HUBBAL,L#0,
HUBBAL-1000012-BusC-9,,BusC,,51.44391,-0.15207,3,HUBBAL,L#0,
HUBBAL-1000012-C-B-E-2,,C-B-E,,51.44323,-0.15294,3,HUBBAL,L#0,
HUBBAL-1000012-Entr-7,,Entr,,51.44324,-0.15222,3,HUBBAL,L#0,
HUBBAL-1000012-MET-11,,MET,,51.44329,-0.153,3,HUBBAL,L#0,
HUBBAL-1000012-North-5,,North,,51.44397,-0.15226,3,HUBBAL,L#-2,
HUBBAL-1000328-ENTBR-8,,ENTBR,,51.44305,-0.15153,3,HUBBAL,L#0,
HUBBAL-1000328-RLY-10,,RLY,,51.44295,-0.15209,3,HUBBAL,L#0,
HUBBAL-1000328-RPL-7,,RPL,,51.44285,-0.15185,3,HUBBAL,L#1,
HUBBAL-Plat01-NB-northern,,Northbound Platform 1,,,,0,HUBBAL,,1
HUBBAL-Plat02-SB-northern,,Southbound Platform 2,,,,0,HUBBAL,,2
HUBBAL-Plat01-SB-national-rail,,Southbound Platform 1,,,,0,HUBBAL,,1
HUBBAL-Plat02-NB-national-rail,,Northbound Platform 2,,,,0,HUBBAL,,2
HUBBAN,HUBBAN,Bank,,,,1,,,
HUBBAN-Outside,,Outside Bank,,,,3,HUBBAN,,
HUBBAN-1000013-BMez-28,,BMez,,51.5124,-0.09031,3,HUBBAN,L#-1,
HUBBAN-1000013-BookC-17,,BookC,,51.51336,-0.08897,3,HUBBAN,L#-1,
HUBBAN-1000013-BookN-2,,BookN,,51.51289,-0.08821,3,HUBBAN,L#-1,
HUBBAN-1000013-CenEB-5,,CenEB,,51.51348,-0.08872,3,HUBBAN,L#-3,
HUBBAN-1000013-CenWB-4,,CenWB,,51.51339,-0.08865,3,HUBBAN,L#-3,
HUBBAN-1000013-ConcC-14,,ConcC,,51.51325,-0.08905,3,HUBBAN,L#-1,
HUBBAN-1000013-CoNLL-29,,CoNLL,,51.51266,-0.08822,3,HUBBAN,L#-5,
HUBBAN-1000013-CoNNL-30,,CoNNL,,51.51266,-0.08822,3,HUBBAN,L#-5,
HUBBAN-1000013-ConNL-6,,ConNL,,51.51266,-0.08822,3,HUBBAN,L#-4,
HUBBAN-1000013-ConNU-25,,ConNU,,51.51301,-0.08888,3,HUBBAN,L#-2,
HUBBAN-1000013-CSBH-95,,CSBH,,51.51289,-0.08821,3,HUBBAN,L#0,
HUBBAN-1000013-CSTM-32,,CSTM,,51.51266,-0.08822,3,HUBBAN,L#-3,
HUBBAN-1000013-DLR-98,,DLR,,51.51204,-0.08805,3,HUBBAN,L#-6,
HUBBAN-1000013-E-MAN-11,,E-MAN,,51.51312,-0.08912,3,HUBBAN,L#0,
HUBBAN-1000013-F-WAL-18,,F-WAL,,51.51315,-0.08986,3,HUBBAN,L#0,
HUBBAN-1000013-G-Q/P-3,,G-Q/P,,51.51345,-0.09028,3,HUBBAN,L#0,
HUBBAN-1000013-H-P-N-97,,H-P-N,,51.51342,-0.08923,3,HUBBAN,L#0,
HUBBAN-1000013-J-P/T-15,,J-P/T,,51.51355,-0.08892,3,HUBBAN,L#0,
HUBBAN-1000013-K-THR-16,,K-THR,,51.51358,-0.08814,3,HUBBAN,L#0,
HUBBAN-1000013-L-COR-8,,L-COR,,51.51343,-0.08809,3,HUBBAN,L#0,
HUBBAN-1000013-M-C/L-10,,M-C/L,,51.5132,-0.08865,3,HUBBAN,L#0,
HUBBAN-1000013-MET-27,,MET,,51.51342,-0.08895,3,HUBBAN,L#0,
HUBBAN-1000013-N-L/K-19,,N-L/K,,51.51298,-0.08827,3,HUBBAN,L#0,
HUBBAN-1000013-NLSP-31,,NLSP,,51.51266,-0.08822,3,HUBBAN,L#-5,
HUBBAN-1000013-NorNB-12,,NorNB,,51.51231,-0.08793,3,HUBBAN,L#-5,
HUBBAN-1000013-NorSB-13,,NorSB,,51.5123,-0.08798,3,HUBBAN,L#-5,
HUBBAN-1000013-P-KWS-20,,P-KWS,,51.51275,-0.0882,3,HUBBAN,L#0,
HUBBAN-1000013-R-KWS-7,,R-KWS,,51.5126,-0.08808,3,HUBBAN,L#0,
HUBBAN-1000013-S-BLO-99,,S-BLO,,51.51237,-0.0904,3,HUBBAN,L#0,
HUBBAN-1000013-T-CAN-96,,T-CAN,,51.5112,-0.08784,3,HUBBAN,L#0,
HUBBAN-1000013-Wat8-21,,Wat8,,51.51284,-0.09137,3,HUBBAN,L#-3,
HUBBAN-1000013-Water-9,,Water,,51.51284,-0.09137,3,HUBBAN,L#-3,
HUBBAN-Plat03-SB-northern,,Southbound Platform 3,,,,0,HUBBAN,,3
HUBBAN-Plat04-NB-northern,,Northbound Platform 4,,,,0,HUBBAN,,4
HUBBAN-Plat05-WB-central,,Westbound Platform 5,,,,0,HUBBAN,,5
HUBBAN-Plat06-EB-central,,Eastbound Platform 6,,,,0,HUBBAN,,6
HUBBAN-Plat07-WB-waterloo-city,,Westbound Platform 7,,,,0,HUBBAN,,7
HUBBAN-Plat08-WB-waterloo-city,,Westbound Platform 8,,,,0,HUBBAN,,8
HUBBAN-Plat09-EB-dlr,,Eastbound Platform 9,,,,0,HUBBAN,,9
HUBBAN-Plat10-EB-dlr,,Eastbound Platform 10,,,,0,HUBBAN,,10
HUBBEK,HUBBEK,Beckenham Junction,,,,1,,,
HUBBEK-Outside,,Outside Beckenham Junction,,,,3,HUBBEK,,
HUBBEK-1000327-Entr-1,,Entr,,51.41059,-0.0259,3,HUBBEK,L#0,
HUBBEK-1000327-Tram-2,,Tram,,51.41081,-0.02681,3,HUBBEK,L#0,
HUBBEK-1001018-Bridg-10,,Bridg,,51.411,-0.0259,3,HUBBEK,L#1,
HUBBEK-1001018-Bus-1,,Bus,,51.41081,-0.0263,3,HUBBEK,L#0,
HUBBEK-1001018-CP-9,,CP,,51.41151,-0.02558,3,HUBBEK,L#1,
HUBBEK-1001018-High-8,,High,,51.41107,-0.02514,3,HUBBEK,L#2,
